"","State","county","fips","pred","with_without"
"1083","Michigan","Antrim County",26009,-100,"with"
"1084","Michigan","Arenac County",26011,-100,"with"
"1085","Michigan","Barry County",26015,-100,"with"
"1086","Michigan","Bay County",26017,-100,"with"
"1087","Michigan","Benzie County",26019,-100,"with"
"1088","Michigan","Berrien County",26021,-100,"with"
"1089","Michigan","Branch County",26023,-100,"with"
"1090","Michigan","Calhoun County",26025,-100,"with"
"1091","Michigan","Cass County",26027,-100,"with"
"1092","Michigan","Charlevoix County",26029,-100,"with"
"1093","Michigan","Cheboygan County",26031,-100,"with"
"1094","Michigan","Chippewa County",26033,-100,"with"
"1095","Michigan","Clare County",26035,-100,"with"
"1096","Michigan","Clinton County",26037,-100,"with"
"1097","Michigan","Crawford County",26039,-100,"with"
"1098","Michigan","Delta County",26041,-100,"with"
"1099","Michigan","Dickinson County",26043,-99,"with"
"1100","Michigan","Eaton County",26045,-100,"with"
"1101","Michigan","Emmet County",26047,-100,"with"
"1102","Michigan","Genesee County",26049,-100,"with"
"1103","Michigan","Gladwin County",26051,-100,"with"
"1104","Michigan","Gogebic County",26053,-99,"with"
"1105","Michigan","Grand Traverse County",26055,-100,"with"
"1106","Michigan","Gratiot County",26057,-100,"with"
"1107","Michigan","Hillsdale County",26059,-100,"with"
"1108","Michigan","Houghton County",26061,-99,"with"
"1109","Michigan","Huron County",26063,-100,"with"
"1110","Michigan","Ingham County",26065,-100,"with"
"1111","Michigan","Ionia County",26067,-100,"with"
"1112","Michigan","Iosco County",26069,-100,"with"
"1113","Michigan","Iron County",26071,-98,"with"
"1114","Michigan","Isabella County",26073,-99,"with"
"1115","Michigan","Jackson County",26075,-100,"with"
"1116","Michigan","Kalamazoo County",26077,-100,"with"
"1117","Michigan","Kalkaska County",26079,-100,"with"
"1118","Michigan","Kent County",26081,-100,"with"
"1119","Michigan","Lake County",26085,-53,"with"
"1120","Michigan","Lapeer County",26087,-100,"with"
"1121","Michigan","Leelanau County",26089,-100,"with"
"1122","Michigan","Lenawee County",26091,-100,"with"
"1123","Michigan","Livingston County",26093,-100,"with"
"1124","Michigan","Mackinac County",26097,-100,"with"
"1125","Michigan","Macomb County",26099,-100,"with"
"1126","Michigan","Manistee County",26101,-99,"with"
"1127","Michigan","Marquette County",26103,-100,"with"
"1128","Michigan","Mason County",26105,-100,"with"
"1129","Michigan","Mecosta County",26107,-99,"with"
"1130","Michigan","Menominee County",26109,-99,"with"
"1131","Michigan","Midland County",26111,-100,"with"
"1132","Michigan","Missaukee County",26113,-100,"with"
"1133","Michigan","Monroe County",26115,-100,"with"
"1134","Michigan","Montcalm County",26117,-100,"with"
"1135","Michigan","Montmorency County",26119,-100,"with"
"1136","Michigan","Muskegon County",26121,-100,"with"
"1137","Michigan","Newaygo County",26123,-100,"with"
"1138","Michigan","Oakland County",26125,-100,"with"
"1139","Michigan","Oceana County",26127,-100,"with"
"1140","Michigan","Ogemaw County",26129,-100,"with"
"1141","Michigan","Osceola County",26133,-100,"with"
"1142","Michigan","Otsego County",26137,-100,"with"
"1143","Michigan","Ottawa County",26139,-100,"with"
"1144","Michigan","Roscommon County",26143,-100,"with"
"1145","Michigan","Saginaw County",26145,-100,"with"
"1146","Michigan","Saint Clair County",26147,-100,"with"
"1147","Michigan","Saint Joseph County",26149,-100,"with"
"1148","Michigan","Sanilac County",26151,-100,"with"
"1149","Michigan","Shiawassee County",26155,-100,"with"
"1150","Michigan","Tuscola County",26157,-100,"with"
"1151","Michigan","Van Buren County",26159,-100,"with"
"1152","Michigan","Washtenaw County",26161,-100,"with"
"1153","Michigan","Wayne County",26163,-100,"with"
"1154","Michigan","Wexford County",26165,-100,"with"
"1155","Minnesota","Aitkin County",27001,-97,"with"
"1156","Minnesota","Anoka County",27003,-100,"with"
"1157","Minnesota","Becker County",27005,-100,"with"
"1158","Minnesota","Beltrami County",27007,-100,"with"
"1159","Minnesota","Benton County",27009,-100,"with"
"1160","Minnesota","Blue Earth County",27013,-99,"with"
"1161","Minnesota","Brown County",27015,-99,"with"
"1162","Minnesota","Carlton County",27017,-100,"with"
"1163","Minnesota","Carver County",27019,-100,"with"
"1164","Minnesota","Cass County",27021,-100,"with"
"1165","Minnesota","Chippewa County",27023,-100,"with"
"1166","Minnesota","Chisago County",27025,-100,"with"
"1167","Minnesota","Clay County",27027,-100,"with"
"1168","Minnesota","Cottonwood County",27033,-99,"with"
"1169","Minnesota","Crow Wing County",27035,-100,"with"
"1170","Minnesota","Dakota County",27037,-100,"with"
"1171","Minnesota","Dodge County",27039,-100,"with"
"1172","Minnesota","Douglas County",27041,-98,"with"
"1173","Minnesota","Faribault County",27043,-100,"with"
"1174","Minnesota","Fillmore County",27045,-100,"with"
"1175","Minnesota","Freeborn County",27047,-99,"with"
"1176","Minnesota","Goodhue County",27049,-100,"with"
"1177","Minnesota","Grant County",27051,-100,"with"
"1178","Minnesota","Hennepin County",27053,-100,"with"
"1179","Minnesota","Houston County",27055,-100,"with"
"1180","Minnesota","Hubbard County",27057,-100,"with"
"1181","Minnesota","Isanti County",27059,-100,"with"
"1182","Minnesota","Itasca County",27061,-100,"with"
"1183","Minnesota","Jackson County",27063,-97,"with"
"1184","Minnesota","Kanabec County",27065,-100,"with"
"1185","Minnesota","Kandiyohi County",27067,-100,"with"
"1186","Minnesota","Koochiching County",27071,-98,"with"
"1187","Minnesota","Lake County",27075,-100,"with"
"1188","Minnesota","Lake of the Woods County",27077,-99,"with"
"1189","Minnesota","Le Sueur County",27079,-100,"with"
"1190","Minnesota","Lyon County",27083,-99,"with"
"1191","Minnesota","McLeod County",27085,-100,"with"
"1192","Minnesota","Martin County",27091,-99,"with"
"1193","Minnesota","Meeker County",27093,-100,"with"
"1194","Minnesota","Mille Lacs County",27095,-100,"with"
"1195","Minnesota","Morrison County",27097,-100,"with"
"1196","Minnesota","Mower County",27099,-99,"with"
"1197","Minnesota","Nicollet County",27103,-100,"with"
"1198","Minnesota","Nobles County",27105,-91,"with"
"1199","Minnesota","Olmsted County",27109,-100,"with"
"1200","Minnesota","Otter Tail County",27111,-99,"with"
"1201","Minnesota","Pennington County",27113,-99,"with"
"1202","Minnesota","Pine County",27115,-100,"with"
"1203","Minnesota","Pipestone County",27117,-98,"with"
"1204","Minnesota","Polk County",27119,-100,"with"
"1205","Minnesota","Pope County",27121,-100,"with"
"1206","Minnesota","Ramsey County",27123,-100,"with"
"1207","Minnesota","Redwood County",27127,-98,"with"
"1208","Minnesota","Renville County",27129,-100,"with"
"1209","Minnesota","Rice County",27131,-100,"with"
"1210","Minnesota","Rock County",27133,-87,"with"
"1211","Minnesota","Roseau County",27135,-100,"with"
"1212","Minnesota","Saint Louis County",27137,-100,"with"
"1213","Minnesota","Scott County",27139,-100,"with"
"1214","Minnesota","Sherburne County",27141,-100,"with"
"1215","Minnesota","Sibley County",27143,-100,"with"
"1216","Minnesota","Stearns County",27145,-100,"with"
"1217","Minnesota","Steele County",27147,-99,"with"
"1218","Minnesota","Stevens County",27149,-99,"with"
"1219","Minnesota","Swift County",27151,-100,"with"
"1220","Minnesota","Todd County",27153,-100,"with"
"1221","Minnesota","Wabasha County",27157,-100,"with"
"1222","Minnesota","Wadena County",27159,-100,"with"
"1223","Minnesota","Waseca County",27161,-100,"with"
"1224","Minnesota","Washington County",27163,-100,"with"
"1225","Minnesota","Watonwan County",27165,-100,"with"
"1226","Minnesota","Winona County",27169,-99,"with"
"1227","Minnesota","Wright County",27171,-100,"with"
"1228","Mississippi","Adams County",28001,-80,"with"
"1229","Mississippi","Alcorn County",28003,-49,"with"
"1230","Mississippi","Attala County",28007,-62,"with"
"1231","Mississippi","Benton County",28009,-68,"with"
"1232","Mississippi","Bolivar County",28011,-58,"with"
"1233","Mississippi","Calhoun County",28013,-58,"with"
"1234","Mississippi","Carroll County",28015,-59,"with"
"1235","Mississippi","Chickasaw County",28017,-72,"with"
"1236","Mississippi","Choctaw County",28019,-77,"with"
"1237","Mississippi","Claiborne County",28021,-67,"with"
"1238","Mississippi","Clarke County",28023,-71,"with"
"1239","Mississippi","Clay County",28025,-84,"with"
"1240","Mississippi","Coahoma County",28027,-77,"with"
"1241","Mississippi","Copiah County",28029,-63,"with"
"1242","Mississippi","Covington County",28031,-65,"with"
"1243","Mississippi","De Soto County",28033,-82,"with"
"1244","Mississippi","Forrest County",28035,-68,"with"
"1245","Mississippi","Franklin County",28037,-27,"with"
"1246","Mississippi","George County",28039,-69,"with"
"1247","Mississippi","Greene County",28041,-67,"with"
"1248","Mississippi","Grenada County",28043,-56,"with"
"1249","Mississippi","Hancock County",28045,-83,"with"
"1250","Mississippi","Harrison County",28047,-81,"with"
"1251","Mississippi","Hinds County",28049,-88,"with"
"1252","Mississippi","Holmes County",28051,-87,"with"
"1253","Mississippi","Itawamba County",28057,-66,"with"
"1254","Mississippi","Jackson County",28059,-77,"with"
"1255","Mississippi","Jasper County",28061,-64,"with"
"1256","Mississippi","Jefferson Davis County",28065,-94,"with"
"1257","Mississippi","Jones County",28067,-65,"with"
"1258","Mississippi","Kemper County",28069,-77,"with"
"1259","Mississippi","Lafayette County",28071,-16,"with"
"1260","Mississippi","Lamar County",28073,-66,"with"
"1261","Mississippi","Lauderdale County",28075,-69,"with"
"1262","Mississippi","Lawrence County",28077,-82,"with"
"1263","Mississippi","Leake County",28079,-66,"with"
"1264","Mississippi","Lee County",28081,-67,"with"
"1265","Mississippi","Leflore County",28083,-63,"with"
"1266","Mississippi","Lincoln County",28085,-68,"with"
"1267","Mississippi","Lowndes County",28087,-63,"with"
"1268","Mississippi","Madison County",28089,-75,"with"
"1269","Mississippi","Marion County",28091,-68,"with"
"1270","Mississippi","Marshall County",28093,-81,"with"
"1271","Mississippi","Monroe County",28095,-64,"with"
"1272","Mississippi","Montgomery County",28097,-50,"with"
"1273","Mississippi","Neshoba County",28099,-64,"with"
"1274","Mississippi","Newton County",28101,-68,"with"
"1275","Mississippi","Noxubee County",28103,-84,"with"
"1276","Mississippi","Oktibbeha County",28105,-34,"with"
"1277","Mississippi","Panola County",28107,-55,"with"
"1278","Mississippi","Pearl River County",28109,-74,"with"
"1279","Mississippi","Perry County",28111,-67,"with"
"1280","Mississippi","Pike County",28113,-71,"with"
"1281","Mississippi","Pontotoc County",28115,-61,"with"
"1282","Mississippi","Prentiss County",28117,-53,"with"
"1283","Mississippi","Quitman County",28119,-76,"with"
"1284","Mississippi","Rankin County",28121,-77,"with"
"1285","Mississippi","Scott County",28123,-66,"with"
"1286","Mississippi","Simpson County",28127,-65,"with"
"1287","Mississippi","Smith County",28129,-68,"with"
"1288","Mississippi","Stone County",28131,-67,"with"
"1289","Mississippi","Sunflower County",28133,-89,"with"
"1290","Mississippi","Tallahatchie County",28135,-78,"with"
"1291","Mississippi","Tate County",28137,-72,"with"
"1292","Mississippi","Tippah County",28139,-71,"with"
"1293","Mississippi","Tishomingo County",28141,-49,"with"
"1294","Mississippi","Tunica County",28143,-93,"with"
"1295","Mississippi","Union County",28145,-64,"with"
"1296","Mississippi","Walthall County",28147,-90,"with"
"1297","Mississippi","Warren County",28149,-53,"with"
"1298","Mississippi","Washington County",28151,-61,"with"
"1299","Mississippi","Wayne County",28153,-78,"with"
"1300","Mississippi","Webster County",28155,-86,"with"
"1301","Mississippi","Wilkinson County",28157,-92,"with"
"1302","Mississippi","Winston County",28159,-73,"with"
"1303","Mississippi","Yalobusha County",28161,-77,"with"
"1304","Mississippi","Yazoo County",28163,-76,"with"
"1305","Missouri","Adair County",29001,-61,"with"
"1306","Missouri","Andrew County",29003,-73,"with"
"1307","Missouri","Atchison County",29005,-73,"with"
"1308","Missouri","Audrain County",29007,-93,"with"
"1309","Missouri","Barry County",29009,-72,"with"
"1310","Missouri","Barton County",29011,-74,"with"
"1311","Missouri","Bates County",29013,-88,"with"
"1312","Missouri","Benton County",29015,-55,"with"
"1313","Missouri","Bollinger County",29017,-84,"with"
"1314","Missouri","Boone County",29019,-98,"with"
"1315","Missouri","Buchanan County",29021,-70,"with"
"1316","Missouri","Butler County",29023,-57,"with"
"1317","Missouri","Caldwell County",29025,-96,"with"
"1318","Missouri","Callaway County",29027,-94,"with"
"1319","Missouri","Camden County",29029,-51,"with"
"1320","Missouri","Cape Girardeau County",29031,-70,"with"
"1321","Missouri","Carroll County",29033,-85,"with"
"1322","Missouri","Cass County",29037,-92,"with"
"1323","Missouri","Cedar County",29039,-85,"with"
"1324","Missouri","Christian County",29043,-86,"with"
"1325","Missouri","Clark County",29045,-95,"with"
"1326","Missouri","Clay County",29047,-95,"with"
"1327","Missouri","Clinton County",29049,-91,"with"
"1328","Missouri","Cole County",29051,-96,"with"
"1329","Missouri","Cooper County",29053,-81,"with"
"1330","Missouri","Crawford County",29055,-56,"with"
"1331","Missouri","Dallas County",29059,-92,"with"
"1332","Missouri","Daviess County",29061,-97,"with"
"1333","Missouri","Dent County",29065,-50,"with"
"1334","Missouri","Douglas County",29067,-93,"with"
"1335","Missouri","Dunklin County",29069,-81,"with"
"1336","Missouri","Franklin County",29071,-87,"with"
"1337","Missouri","Gasconade County",29073,-78,"with"
"1338","Missouri","Gentry County",29075,-97,"with"
"1339","Missouri","Greene County",29077,-92,"with"
"1340","Missouri","Grundy County",29079,-60,"with"
"1341","Missouri","Harrison County",29081,-85,"with"
"1342","Missouri","Henry County",29083,-75,"with"
"1343","Missouri","Holt County",29087,-75,"with"
"1344","Missouri","Howard County",29089,-99,"with"
"1345","Missouri","Howell County",29091,-72,"with"
"1346","Missouri","Jackson County",29095,-95,"with"
"1347","Missouri","Jasper County",29097,-64,"with"
"1348","Missouri","Jefferson County",29099,-95,"with"
"1349","Missouri","Johnson County",29101,-86,"with"
"1350","Missouri","Laclede County",29105,-51,"with"
"1351","Missouri","Lafayette County",29107,-93,"with"
"1352","Missouri","Lawrence County",29109,-85,"with"
"1353","Missouri","Lewis County",29111,-100,"with"
"1354","Missouri","Lincoln County",29113,-100,"with"
"1355","Missouri","Linn County",29115,-72,"with"
"1356","Missouri","Livingston County",29117,-71,"with"
"1357","Missouri","McDonald County",29119,-90,"with"
"1358","Missouri","Macon County",29121,-95,"with"
"1359","Missouri","Madison County",29123,-64,"with"
"1360","Missouri","Maries County",29125,-72,"with"
"1361","Missouri","Marion County",29127,-78,"with"
"1362","Missouri","Miller County",29131,-74,"with"
"1363","Missouri","Mississippi County",29133,-61,"with"
"1364","Missouri","Moniteau County",29135,-92,"with"
"1365","Missouri","Montgomery County",29139,-90,"with"
"1366","Missouri","Morgan County",29141,-76,"with"
"1367","Missouri","New Madrid County",29143,-75,"with"
"1368","Missouri","Newton County",29145,-81,"with"
"1369","Missouri","Nodaway County",29147,-38,"with"
"1370","Missouri","Oregon County",29149,-82,"with"
"1371","Missouri","Osage County",29151,-79,"with"
"1372","Missouri","Pemiscot County",29155,-70,"with"
"1373","Missouri","Perry County",29157,-70,"with"
"1374","Missouri","Pettis County",29159,-82,"with"
"1375","Missouri","Phelps County",29161,-46,"with"
"1376","Missouri","Pike County",29163,-95,"with"
"1377","Missouri","Platte County",29165,-95,"with"
"1378","Missouri","Polk County",29167,-80,"with"
"1379","Missouri","Pulaski County",29169,-93,"with"
"1380","Missouri","Ralls County",29173,-68,"with"
"1381","Missouri","Randolph County",29175,-92,"with"
"1382","Missouri","Ray County",29177,-94,"with"
"1383","Missouri","Ripley County",29181,-86,"with"
"1384","Missouri","Saint Charles County",29183,-94,"with"
"1385","Missouri","Saint Clair County",29185,-67,"with"
"1386","Missouri","Sainte Genevieve County",29186,-77,"with"
"1387","Missouri","Saint Francois County",29187,-79,"with"
"1388","Missouri","Saint Louis County",29189,-98,"with"
"1389","Missouri","Saline County",29195,-60,"with"
"1390","Missouri","Scott County",29201,-72,"with"
"1391","Missouri","Shannon County",29203,1,"with"
"1392","Missouri","Stoddard County",29207,-80,"with"
"1393","Missouri","Stone County",29209,-65,"with"
"1394","Missouri","Taney County",29213,-87,"with"
"1395","Missouri","Texas County",29215,-88,"with"
"1396","Missouri","Vernon County",29217,-82,"with"
"1397","Missouri","Warren County",29219,-86,"with"
"1398","Missouri","Washington County",29221,-60,"with"
"1399","Missouri","Wayne County",29223,-72,"with"
"1400","Missouri","Webster County",29225,-90,"with"
"1401","Missouri","Wright County",29229,-85,"with"
"1402","Missouri","City of Saint Louis",29510,-99,"with"
"1403","Montana","Big Horn County",30003,-92,"with"
"1404","Montana","Cascade County",30013,-99,"with"
"1405","Montana","Custer County",30017,-54,"with"
"1406","Montana","Dawson County",30021,-76,"with"
"1407","Montana","Fergus County",30027,-97,"with"
"1408","Montana","Flathead County",30029,-99,"with"
"1409","Montana","Gallatin County",30031,-99,"with"
"1410","Montana","Hill County",30041,-98,"with"
"1411","Montana","Jefferson County",30043,-100,"with"
"1412","Montana","Lake County",30047,-100,"with"
"1413","Montana","Lewis and Clark County",30049,-99,"with"
"1414","Montana","Lincoln County",30053,-97,"with"
"1415","Montana","Missoula County",30063,-100,"with"
"1416","Montana","Park County",30067,-97,"with"
"1417","Montana","Ravalli County",30081,-100,"with"
"1418","Montana","Richland County",30083,-87,"with"
"1419","Montana","Silver Bow County",30093,-80,"with"
"1420","Montana","Stillwater County",30095,-58,"with"
"1421","Montana","Yellowstone County",30111,-98,"with"
"1422","Nebraska","Adams County",31001,-74,"with"
"1423","Nebraska","Box Butte County",31013,-42,"with"
"1424","Nebraska","Buffalo County",31019,-50,"with"
"1425","Nebraska","Burt County",31021,-97,"with"
"1426","Nebraska","Butler County",31023,-98,"with"
"1427","Nebraska","Cass County",31025,-90,"with"
"1428","Nebraska","Cheyenne County",31033,-3,"with"
"1429","Nebraska","Clay County",31035,-96,"with"
"1430","Nebraska","Colfax County",31037,-92,"with"
"1431","Nebraska","Cuming County",31039,-89,"with"
"1432","Nebraska","Custer County",31041,-79,"with"
"1433","Nebraska","Dakota County",31043,-92,"with"
"1434","Nebraska","Dawes County",31045,-47,"with"
"1435","Nebraska","Dawson County",31047,-62,"with"
"1436","Nebraska","Dodge County",31053,-57,"with"
"1437","Nebraska","Douglas County",31055,-90,"with"
"1438","Nebraska","Gage County",31067,-65,"with"
"1439","Nebraska","Hall County",31079,-65,"with"
"1440","Nebraska","Hamilton County",31081,-72,"with"
"1441","Nebraska","Holt County",31089,-72,"with"
"1442","Nebraska","Howard County",31093,-94,"with"
"1443","Nebraska","Jefferson County",31095,-74,"with"
"1444","Nebraska","Kearney County",31099,-97,"with"
"1445","Nebraska","Keith County",31101,-13,"with"
"1446","Nebraska","Lancaster County",31109,-82,"with"
"1447","Nebraska","Lincoln County",31111,-28,"with"
"1448","Nebraska","Madison County",31119,-50,"with"
"1449","Nebraska","Merrick County",31121,-93,"with"
"1450","Nebraska","Nemaha County",31127,-92,"with"
"1451","Nebraska","Otoe County",31131,-87,"with"
"1452","Nebraska","Phelps County",31137,-89,"with"
"1453","Nebraska","Pierce County",31139,-96,"with"
"1454","Nebraska","Platte County",31141,-53,"with"
"1455","Nebraska","Red Willow County",31145,-37,"with"
"1456","Nebraska","Richardson County",31147,-85,"with"
"1457","Nebraska","Saline County",31151,-91,"with"
"1458","Nebraska","Sarpy County",31153,-84,"with"
"1459","Nebraska","Saunders County",31155,-92,"with"
"1460","Nebraska","Scotts Bluff County",31157,-66,"with"
"1461","Nebraska","Seward County",31159,-86,"with"
"1462","Nebraska","Washington County",31177,-87,"with"
"1463","Nebraska","Wayne County",31179,-56,"with"
"1464","Nebraska","York County",31185,-51,"with"
"1465","Nevada","Churchill County",32001,-99,"with"
"1466","Nevada","Clark County",32003,-100,"with"
"1467","Nevada","Douglas County",32005,-94,"with"
"1468","Nevada","Elko County",32007,-71,"with"
"1469","Nevada","Humboldt County",32013,-95,"with"
"1470","Nevada","Lyon County",32019,-100,"with"
"1471","Nevada","Nye County",32023,-99,"with"
"1472","Nevada","Storey County",32029,-100,"with"
"1473","Nevada","Washoe County",32031,-100,"with"
"1474","Nevada","White Pine County",32033,-77,"with"
"1475","Nevada","Carson City",32510,-99,"with"
"1476","New Hampshire","Belknap County",33001,-100,"with"
"1477","New Hampshire","Carroll County",33003,-100,"with"
"1478","New Hampshire","Cheshire County",33005,-100,"with"
"1479","New Hampshire","Coos County",33007,-100,"with"
"1480","New Hampshire","Grafton County",33009,-100,"with"
"1481","New Hampshire","Hillsborough County",33011,-100,"with"
"1482","New Hampshire","Merrimack County",33013,-100,"with"
"1483","New Hampshire","Rockingham County",33015,-100,"with"
"1484","New Hampshire","Strafford County",33017,-100,"with"
"1485","New Hampshire","Sullivan County",33019,-100,"with"
"1486","New Jersey","Atlantic County",34001,-100,"with"
"1487","New Jersey","Bergen County",34003,-100,"with"
"1488","New Jersey","Burlington County",34005,-100,"with"
"1489","New Jersey","Camden County",34007,-100,"with"
"1490","New Jersey","Cape May County",34009,-98,"with"
"1491","New Jersey","Cumberland County",34011,-100,"with"
"1492","New Jersey","Essex County",34013,-100,"with"
"1493","New Jersey","Gloucester County",34015,-100,"with"
"1494","New Jersey","Hudson County",34017,-100,"with"
"1495","New Jersey","Hunterdon County",34019,-100,"with"
"1496","New Jersey","Mercer County",34021,-100,"with"
"1497","New Jersey","Middlesex County",34023,-100,"with"
"1498","New Jersey","Monmouth County",34025,-100,"with"
"1499","New Jersey","Morris County",34027,-100,"with"
"1500","New Jersey","Ocean County",34029,-100,"with"
"1501","New Jersey","Passaic County",34031,-100,"with"
"1502","New Jersey","Salem County",34033,-100,"with"
"1503","New Jersey","Somerset County",34035,-100,"with"
"1504","New Jersey","Sussex County",34037,-100,"with"
"1505","New Jersey","Union County",34039,-100,"with"
"1506","New Jersey","Warren County",34041,-100,"with"
"1507","New Mexico","Bernalillo County",35001,-100,"with"
"1508","New Mexico","Chaves County",35005,-89,"with"
"1509","New Mexico","Cibola County",35006,361,"with"
"1510","New Mexico","Colfax County",35007,-77,"with"
"1511","New Mexico","Curry County",35009,-83,"with"
"1512","New Mexico","Dona Ana County",35013,-100,"with"
"1513","New Mexico","Eddy County",35015,-86,"with"
"1514","New Mexico","Grant County",35017,-99,"with"
"1515","New Mexico","Guadalupe County",35019,5,"with"
"1516","New Mexico","Hidalgo County",35023,21,"with"
"1517","New Mexico","Lea County",35025,-87,"with"
"1518","New Mexico","Lincoln County",35027,-94,"with"
"1519","New Mexico","Los Alamos County",35028,-100,"with"
"1520","New Mexico","Luna County",35029,-66,"with"
"1521","New Mexico","McKinley County",35031,-80,"with"
"1522","New Mexico","Otero County",35035,-99,"with"
"1523","New Mexico","Quay County",35037,455,"with"
"1524","New Mexico","Rio Arriba County",35039,-100,"with"
"1525","New Mexico","Roosevelt County",35041,-78,"with"
"1526","New Mexico","Sandoval County",35043,-100,"with"
"1527","New Mexico","San Juan County",35045,-98,"with"
"1528","New Mexico","San Miguel County",35047,-94,"with"
"1529","New Mexico","Santa Fe County",35049,-100,"with"
"1530","New Mexico","Sierra County",35051,-98,"with"
"1531","New Mexico","Socorro County",35053,-89,"with"
"1532","New Mexico","Taos County",35055,-97,"with"
"1533","New Mexico","Torrance County",35057,39,"with"
"1534","New Mexico","Valencia County",35061,-98,"with"
"1535","New York","Albany County",36001,-100,"with"
"1536","New York","Allegany County",36003,-100,"with"
"1537","New York","Bronx",36005,-100,"with"
"1538","New York","Broome County",36007,-100,"with"
"1539","New York","Cattaraugus County",36009,-99,"with"
"1540","New York","Cayuga County",36011,-99,"with"
"1541","New York","Chautauqua County",36013,-98,"with"
"1542","New York","Chemung County",36015,-100,"with"
"1543","New York","Chenango County",36017,-100,"with"
"1544","New York","Clinton County",36019,-100,"with"
"1545","New York","Columbia County",36021,-100,"with"
"1546","New York","Cortland County",36023,-98,"with"
"1547","New York","Delaware County",36025,-99,"with"
"1548","New York","Dutchess County",36027,-100,"with"
"1549","New York","Erie County",36029,-100,"with"
"1550","New York","Essex County",36031,-100,"with"
"1551","New York","Franklin County",36033,-99,"with"
"1552","New York","Fulton County",36035,-100,"with"
"1553","New York","Genesee County",36037,-100,"with"
"1554","New York","Greene County",36039,-100,"with"
"1555","New York","Herkimer County",36043,-100,"with"
"1556","New York","Jefferson County",36045,-100,"with"
"1557","New York","Kings County",36047,-100,"with"
"1558","New York","Lewis County",36049,-100,"with"
"1559","New York","Livingston County",36051,-100,"with"
"1560","New York","Madison County",36053,-100,"with"
"1561","New York","Monroe County",36055,-100,"with"
"1562","New York","Montgomery County",36057,-100,"with"
"1563","New York","Nassau County",36059,-100,"with"
"1564","New York","New York County",36061,-100,"with"
"1565","New York","Niagara County",36063,-100,"with"
"1566","New York","Oneida County",36065,-100,"with"
"1567","New York","Onondaga County",36067,-100,"with"
"1568","New York","Ontario County",36069,-100,"with"
"1569","New York","Orange County",36071,-100,"with"
"1570","New York","Orleans County",36073,-100,"with"
"1571","New York","Oswego County",36075,-100,"with"
"1572","New York","Otsego County",36077,-99,"with"
"1573","New York","Putnam County",36079,-100,"with"
"1574","New York","Queens County",36081,-100,"with"
"1575","New York","Rensselaer County",36083,-100,"with"
"1576","New York","Richmond County",36085,-100,"with"
"1577","New York","Rockland County",36087,-100,"with"
"1578","New York","St. Lawrence County",36089,-99,"with"
"1579","New York","Saratoga County",36091,-100,"with"
"1580","New York","Schenectady County",36093,-100,"with"
"1581","New York","Schoharie County",36095,-100,"with"
"1582","New York","Schuyler County",36097,-100,"with"
"1583","New York","Seneca County",36099,-98,"with"
"1584","New York","Steuben County",36101,-100,"with"
"1585","New York","Suffolk County",36103,-100,"with"
"1586","New York","Sullivan County",36105,-100,"with"
"1587","New York","Tioga County",36107,-100,"with"
"1588","New York","Tompkins County",36109,-100,"with"
"1589","New York","Ulster County",36111,-100,"with"
"1590","New York","Warren County",36113,-100,"with"
"1591","New York","Washington County",36115,-100,"with"
"1592","New York","Wayne County",36117,-100,"with"
"1593","New York","Westchester County",36119,-100,"with"
"1594","New York","Wyoming County",36121,-100,"with"
"1595","New York","Yates County",36123,-100,"with"
"1596","North Carolina","Alamance County",37001,-87,"with"
"1597","North Carolina","Alexander County",37003,-61,"with"
"1598","North Carolina","Alleghany County",37005,-82,"with"
"1599","North Carolina","Anson County",37007,-67,"with"
"1600","North Carolina","Ashe County",37009,-65,"with"
"1601","North Carolina","Avery County",37011,-69,"with"
"1602","North Carolina","Beaufort County",37013,-71,"with"
"1603","North Carolina","Bladen County",37017,-51,"with"
"1604","North Carolina","Brunswick County",37019,-84,"with"
"1605","North Carolina","Buncombe County",37021,-100,"with"
"1606","North Carolina","Burke County",37023,-65,"with"
"1607","North Carolina","Cabarrus County",37025,-96,"with"
"1608","North Carolina","Caldwell County",37027,-67,"with"
"1609","North Carolina","Camden County",37029,-59,"with"
"1610","North Carolina","Carteret County",37031,-69,"with"
"1611","North Carolina","Caswell County",37033,-83,"with"
"1612","North Carolina","Catawba County",37035,-66,"with"
"1613","North Carolina","Chatham County",37037,-88,"with"
"1614","North Carolina","Cherokee County",37039,-92,"with"
"1615","North Carolina","Chowan County",37041,-68,"with"
"1616","North Carolina","Clay County",37043,-98,"with"
"1617","North Carolina","Cleveland County",37045,-76,"with"
"1618","North Carolina","Columbus County",37047,-64,"with"
"1619","North Carolina","Craven County",37049,-86,"with"
"1620","North Carolina","Cumberland County",37051,-96,"with"
"1621","North Carolina","Currituck County",37053,-82,"with"
"1622","North Carolina","Dare County",37055,-99,"with"
"1623","North Carolina","Davidson County",37057,-78,"with"
"1624","North Carolina","Davie County",37059,-80,"with"
"1625","North Carolina","Duplin County",37061,-78,"with"
"1626","North Carolina","Durham County",37063,-100,"with"
"1627","North Carolina","Edgecombe County",37065,-87,"with"
"1628","North Carolina","Forsyth County",37067,-97,"with"
"1629","North Carolina","Franklin County",37069,-86,"with"
"1630","North Carolina","Gaston County",37071,-90,"with"
"1631","North Carolina","Gates County",37073,-85,"with"
