"","State","county","fips","pred","with_without"
"3123","Georgia","Rabun County",13241,-13.4709401999705,"without"
"3124","Georgia","Randolph County",13243,NA,"without"
"3125","Georgia","Richmond County",13245,-15.906419472424,"without"
"3126","Georgia","Rockdale County",13247,-16.2091203903728,"without"
"3127","Georgia","Schley County",13249,NA,"without"
"3128","Georgia","Screven County",13251,-15.299176210174,"without"
"3129","Georgia","Seminole County",13253,-15.5960240352644,"without"
"3130","Georgia","Spalding County",13255,-16.3048264445591,"without"
"3131","Georgia","Stephens County",13257,-15.9460046088259,"without"
"3132","Georgia","Stewart County",13259,NA,"without"
"3133","Georgia","Sumter County",13261,-16.8081829089239,"without"
"3134","Georgia","Talbot County",13263,-16.2591134156212,"without"
"3135","Georgia","Taliaferro County",13265,NA,"without"
"3136","Georgia","Tattnall County",13267,-13.6944220766381,"without"
"3137","Georgia","Taylor County",13269,-16.4735003787803,"without"
"3138","Georgia","Telfair County",13271,-15.8603202257822,"without"
"3139","Georgia","Terrell County",13273,-15.5470679725568,"without"
"3140","Georgia","Thomas County",13275,-15.9153768121492,"without"
"3141","Georgia","Tift County",13277,-14.8612874112841,"without"
"3142","Georgia","Toombs County",13279,-16.5134333964814,"without"
"3143","Georgia","Towns County",13281,-12.8674467966693,"without"
"3144","Georgia","Treutlen County",13283,NA,"without"
"3145","Georgia","Troup County",13285,-15.9302849496514,"without"
"3146","Georgia","Turner County",13287,-17.9594693217998,"without"
"3147","Georgia","Twiggs County",13289,NA,"without"
"3148","Georgia","Union County",13291,-14.74875996856,"without"
"3149","Georgia","Upson County",13293,-17.625910882292,"without"
"3150","Georgia","Walker County",13295,-16.1114881254929,"without"
"3151","Georgia","Walton County",13297,-16.5179507523067,"without"
"3152","Georgia","Ware County",13299,-15.9048940592643,"without"
"3153","Georgia","Warren County",13301,NA,"without"
"3154","Georgia","Washington County",13303,-16.1631882429183,"without"
"3155","Georgia","Wayne County",13305,-15.4146779170818,"without"
"3156","Georgia","Webster County",13307,NA,"without"
"3157","Georgia","Wheeler County",13309,NA,"without"
"3158","Georgia","White County",13311,-15.3031188813768,"without"
"3159","Georgia","Whitfield County",13313,-16.1006042412231,"without"
"3160","Georgia","Wilcox County",13315,-17.2857260637558,"without"
"3161","Georgia","Wilkes County",13317,-15.866914306518,"without"
"3162","Georgia","Wilkinson County",13319,-16.7818751968141,"without"
"3163","Georgia","Worth County",13321,-16.442613953053,"without"
"3164","Idaho","Ada County",16001,-18.930633544438,"without"
"3165","Idaho","Adams County",16003,NA,"without"
"3166","Idaho","Bannock County",16005,-16.1767510750739,"without"
"3167","Idaho","Bear Lake County",16007,NA,"without"
"3168","Idaho","Benewah County",16009,NA,"without"
"3169","Idaho","Bingham County",16011,-18.3018599572093,"without"
"3170","Idaho","Blaine County",16013,-13.4478999067913,"without"
"3171","Idaho","Boise County",16015,NA,"without"
"3172","Idaho","Bonner County",16017,-14.4773013568594,"without"
"3173","Idaho","Bonneville County",16019,-19.0659514125385,"without"
"3174","Idaho","Boundary County",16021,NA,"without"
"3175","Idaho","Butte County",16023,NA,"without"
"3176","Idaho","Camas County",16025,NA,"without"
"3177","Idaho","Canyon County",16027,-20.4062482438329,"without"
"3178","Idaho","Caribou County",16029,-17.3953046816018,"without"
"3179","Idaho","Cassia County",16031,-18.852212686531,"without"
"3180","Idaho","Clark County",16033,NA,"without"
"3181","Idaho","Clearwater County",16035,NA,"without"
"3182","Idaho","Custer County",16037,NA,"without"
"3183","Idaho","Elmore County",16039,-18.263112549702,"without"
"3184","Idaho","Franklin County",16041,NA,"without"
"3185","Idaho","Fremont County",16043,-15.7402474136814,"without"
"3186","Idaho","Gem County",16045,-17.7400496011203,"without"
"3187","Idaho","Gooding County",16047,-20.4022970794304,"without"
"3188","Idaho","Idaho County",16049,NA,"without"
